Connection Info,Device ID,Timestamp,Log Entry
[Connection from 127.0.0.1 at 2025-12-08 15:06:40],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:06:30,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
[Connection from 127.0.0.1 at 2025-12-08 15:06:44],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:06:40,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-08 15:06:44],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:06:44,=== Session Ended (Manual Stop) ===
[Connection from 127.0.0.1 at 2025-12-08 15:07:23],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:07:13,=== Session Started ===
[Connection from 127.0.0.1 at 2025-12-08 15:07:23],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:07:20,ooooooo
[Connection from 127.0.0.1 at 2025-12-08 15:07:33],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:07:23,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-08 15:07:33],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:07:32,hhhhhhhhhhhhhh
[Connection from 127.0.0.1 at 2025-12-08 15:07:38],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:07:33,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-08 15:07:38],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:07:33,iiiiiiiiiiiiiiii
[Connection from 127.0.0.1 at 2025-12-08 15:07:38],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:07:34,r
[Connection from 127.0.0.1 at 2025-12-08 15:07:38],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:07:35,ddddddddddd
[Connection from 127.0.0.1 at 2025-12-08 15:07:38],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:07:37,ccccccccccccccccc
[Connection from 127.0.0.1 at 2025-12-08 15:07:38],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:07:38,=== Session Ended (Manual Stop) ===
[Connection from 127.0.0.1 at 2025-12-08 15:40:26],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:40:16,=== Session Started ===
[Connection from 127.0.0.1 at 2025-12-08 15:40:26],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:40:25,hhhhhhhhhhhhhhhhhh
[Connection from 127.0.0.1 at 2025-12-08 15:40:36],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:40:26,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-08 15:40:36],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:40:27,iiiiiiiiiiiiiiiiii
[Connection from 127.0.0.1 at 2025-12-08 15:40:36],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:40:29,ooooooooooooooooooooo
[Connection from 127.0.0.1 at 2025-12-08 15:40:36],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:40:31,tttttttttttttttttt
[Connection from 127.0.0.1 at 2025-12-08 15:40:36],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-08 15:40:36,=== Session Ended (Manual Stop) ===
[Connection from 127.0.0.1 at 2025-12-14 13:40:38],Administrator@WIN-OME3QRRSE98_Windows,2025-12-07 18:06:19,=== Session Started ===
[Connection from 127.0.0.1 at 2025-12-14 13:40:38],Administrator@WIN-OME3QRRSE98_Windows,2025-12-07 18:06:29,yyyyyyyyyyyyyyyy
[Connection from 127.0.0.1 at 2025-12-14 13:40:38],Administrator@WIN-OME3QRRSE98_Windows,2025-12-07 18:06:30,ooooooooooooooooooooooooo
[Connection from 127.0.0.1 at 2025-12-14 13:40:38],Administrator@WIN-OME3QRRSE98_Windows,2025-12-07 18:06:32,=== Session Ended (Manual Stop) ===
[Connection from 127.0.0.1 at 2025-12-14 13:40:38],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 13:40:28,=== Session Started ===
[Connection from 127.0.0.1 at 2025-12-14 13:40:38],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 13:40:38,tttttttttttttttttttttttttttt
[Connection from 127.0.0.1 at 2025-12-14 13:40:48],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 13:40:38,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 13:40:48],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 13:40:41,iiiiiiiiiiiiiiiiiiiiiiiii
[Connection from 127.0.0.1 at 2025-12-14 13:40:48],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 13:40:44,^^^^^^^^^^^^^^^^^^^^^^^^^
[Connection from 127.0.0.1 at 2025-12-14 13:40:48],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 13:40:47,bbbbbbbbbbbbbbbbbbbbbbbb
[Connection from 127.0.0.1 at 2025-12-14 13:40:52],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 13:40:48,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 13:40:52],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 13:40:52,sdsssss
[Connection from 127.0.0.1 at 2025-12-14 13:40:52],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 13:40:52,=== Session Ended (Manual Stop) ===
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:16,=== Session Started ===
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:25,tttttttttttttttttttttttt
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:27,ooooooooooooooooooo
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:29,rrrrrrrrrrrrrrrrrrrrrr
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:30,eeeeeeeeeeeeeeeeeeeeeeee
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:32,ffffffffffffffffffffffff
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:34,vvvvvvvvvvvvvvvvvvvvvv
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:36,ccccccccccccccccccccccc
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:37,                       
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:39,vvvvvvvvvvvvvvvvvvvvvvv
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:41,tttttttttttttttttttttt
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:43,eeeeeeeeeeeeeeeeeeeeeeee
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:44,zzzzzzzzzzzzzzzzzzzzzzzz
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:46,tttttttttttttttttttttttttt
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:48,ggggggggggggggggggggggggggggg
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:50,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:51,aaaaaaaaaaaaaaaaaaaaaaaaaa
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:53,rrrrrrrrrrrrrrrrrrrrrrrrrrrrr
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:03:55,=== Session Ended (Manual Stop) ===
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:04:12,=== Session Started ===
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:04:19,zzzzzzzzzzzzzzzzzzzzzzzz
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:04:20,rrrrrrrrrrrrrrrrrrrrrrrrrr
[Connection from 127.0.0.1 at 2025-12-14 14:04:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:04:22,fffffffffffffffffffffffff
[Connection from 127.0.0.1 at 2025-12-14 14:04:28],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:04:22,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 14:04:28],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:04:24,bbbbbbbbbbbbbbbbbbbbbbb
[Connection from 127.0.0.1 at 2025-12-14 14:04:28],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:04:26,ddddddddddddddddddddddddd
[Connection from 127.0.0.1 at 2025-12-14 14:04:28],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:04:28,fffffffffffffffffffffff
[Connection from 127.0.0.1 at 2025-12-14 14:04:28],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:04:28,=== Session Ended (Manual Stop) ===
[Connection from 127.0.0.1 at 2025-12-14 14:07:54],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:05:00,=== Session Started ===
[Connection from 127.0.0.1 at 2025-12-14 14:07:54],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:05:15,=== Session Ended (Manual Stop) ===
[Connection from 127.0.0.1 at 2025-12-14 14:07:54],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:07:44,=== Session Started ===
[Connection from 127.0.0.1 at 2025-12-14 14:07:54],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:07:52,ggggggggggggggggg
[Connection from 127.0.0.1 at 2025-12-14 14:07:54],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:07:54,ppppppppppppppppp
[Connection from 127.0.0.1 at 2025-12-14 14:08:04],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:07:54,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 14:08:04],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:07:56,iiiiiiiiiiiiiiiiii
[Connection from 127.0.0.1 at 2025-12-14 14:08:08],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:08:04,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 14:08:08],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:08:08,jjjjjjjjjjjjjjjjjjj
[Connection from 127.0.0.1 at 2025-12-14 14:08:08],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:08:08,=== Session Ended (Manual Stop) ===
[Connection from 127.0.0.1 at 2025-12-14 14:11:40],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:10:42,=== Session Started ===
[Connection from 127.0.0.1 at 2025-12-14 14:11:50],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:11:40,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 14:11:50],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:11:46,bs
[Connection from 127.0.0.1 at 2025-12-14 14:11:50],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:11:47,bs
[Connection from 127.0.0.1 at 2025-12-14 14:11:50],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:11:49,bsssssssssssssssssssssss
[Connection from 127.0.0.1 at 2025-12-14 14:11:58],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:11:50,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 14:11:58],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:11:58,=== Session Ended (Manual Stop) ===
[Connection from 127.0.0.1 at 2025-12-14 14:13:05],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:12:43,=== Session Started ===
[Connection from 127.0.0.1 at 2025-12-14 14:13:05],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:12:48,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff*
[Connection from 127.0.0.1 at 2025-12-14 14:13:05],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:12:52,fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
[Connection from 127.0.0.1 at 2025-12-14 14:13:05],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:12:54,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
[Connection from 127.0.0.1 at 2025-12-14 14:13:05],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:12:57,eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
[Connection from 127.0.0.1 at 2025-12-14 14:13:15],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:13:05,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 14:13:25],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:13:15,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 14:14:12],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:13:25,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 14:14:12],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:13:45,ggggggggggggggggggggggggggggggggggggggggggggggggg
[Connection from 127.0.0.1 at 2025-12-14 14:14:12],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:13:47,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
[Connection from 127.0.0.1 at 2025-12-14 14:14:12],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:13:50,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
[Connection from 127.0.0.1 at 2025-12-14 14:14:12],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:13:52,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
[Connection from 127.0.0.1 at 2025-12-14 14:14:22],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:14:12,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 14:14:25],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:14:22,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-14 14:14:25],Administrator@WIN-OME3QRRSE98_Windows,2025-12-14 14:14:25,=== Session Ended (Manual Stop) ===
[Connection from 127.0.0.1 at 2025-12-24 12:22:19],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-24 12:21:49,=== Session Started ===
[Connection from 127.0.0.1 at 2025-12-24 12:23:21],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-24 12:22:19,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-24 12:23:21],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-24 12:23:10,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh2
[Connection from 127.0.0.1 at 2025-12-24 12:23:51],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-24 12:23:21,=== New Session ===
[Connection from 127.0.0.1 at 2025-12-24 12:24:21],roua afsa@DESKTOP-LA5Q38B_Windows,2025-12-24 12:23:51,=== New Session ===
